reference_id	reference_sequence_sha256	stored_taxid	header_kingdom	header_lineage	source_taxid_record_count	post_policy_taxid_record_count	source_exact_sequence_record_count	post_policy_exact_sequence_record_count	source_tier	source_status	evidence_class	evidence_source	supporting_reference_id	supporting_reference_role	release_action	decision_basis	policy_id	notes
BOLD_COI-5P_DTIII5536-22	ae1e58fb3735fe71ab816d68474cfd7780ee9d462a017ed454e4991ec8bb5e98	1763974	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Diapriidae;g__Zygota;s__	19	18	1	0	review	cross_family_sequence_label_conflict_candidate	cross_family_sequence_label_conflict_candidate	lower_tier_adjudication	BOLD_COI-5P_CHOLE080-10	review_candidate	quarantine	correctness_first_conservative_conflict_exclusion	chain_a_downstream_coi_correctness_first_v1	Cross-family sequence/label conflict; release action is an explicit policy choice and does not assert bacterial origin or which endpoint is wrong
BOLD_COI-5P_DTNHM4263-22	ddcc0ca4a37051626221ae383e294f6feec15acaccd30b92ec3cff911db1826a	986713	Metazoa	k__Metazoa;p__Arthropoda;c__Malacostraca;o__Isopoda;f__Armadillidiidae;g__Armadillidium;s__Armadillidium_depressum	2	1	1	0	review	cross_family_sequence_label_conflict_candidate	cross_family_sequence_label_conflict_candidate	lower_tier_adjudication	BOLD_COI-5P_FINCO004-20	review_candidate	quarantine	correctness_first_conservative_conflict_exclusion	chain_a_downstream_coi_correctness_first_v1	Cross-family sequence/label conflict; release action is an explicit policy choice and does not assert bacterial origin or which endpoint is wrong
BOLD_COI-5P_FHDER125-16	4661defbaede620b7b2cf1312aa5995447202009b661071ec9bd001a858ff38d	3039717	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Dermaptera;f__Forficulidae;g__Guanchia;s__Guanchia_hincksi	2	1	1	0	review	cross_family_sequence_label_conflict_candidate	cross_family_sequence_label_conflict_candidate	lower_tier_adjudication	BOLD_COI-5P_KUGLA3039-22	review_candidate	quarantine	correctness_first_conservative_conflict_exclusion	chain_a_downstream_coi_correctness_first_v1	Cross-family sequence/label conflict; release action is an explicit policy choice and does not assert bacterial origin or which endpoint is wrong
BOLD_COI-5P_FINCO004-20	4334a72d36c59f3d608d76fb572883b513975fcf4d3fe9ee66950d9952479e84	370032	Metazoa	k__Metazoa;p__Arthropoda;c__Collembola;o__Entomobryomorpha;f__Isotomidae;g__Isotomiella;s__Isotomiella_minor	19	18	1	0	review	cross_family_sequence_label_conflict_candidate	cross_family_sequence_label_conflict_candidate	lower_tier_adjudication	BOLD_COI-5P_DTNHM4263-22	review_candidate	quarantine	correctness_first_conservative_conflict_exclusion	chain_a_downstream_coi_correctness_first_v1	Cross-family sequence/label conflict; release action is an explicit policy choice and does not assert bacterial origin or which endpoint is wrong
BOLD_COI-5P_GBA29544-17	58c7d5dfafcad8d19d59dffaf0b53ff0d56f5630098719ed61e43569273ff1a6	1717526	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Mydidae;g__Apiophora;s__Apiophora_quadricinctata	1	0	1	0	review	cross_family_sequence_label_conflict_candidate	cross_family_sequence_label_conflict_candidate	lower_tier_adjudication	BOLD_COI-5P_BCHYM14955-16	review_candidate	quarantine	correctness_first_conservative_conflict_exclusion	chain_a_downstream_coi_correctness_first_v1	Cross-family sequence/label conflict; release action is an explicit policy choice and does not assert bacterial origin or which endpoint is wrong
BOLD_COI-5P_GBAH20470-19	bc8e6298fb7b4f3f7536266bb5f98e7eeb4cd084840cfeeb32475d99aab2176e	297369	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Braconidae;g__Utetes;s__	5	4	1	0	review	cross_family_sequence_label_conflict_candidate	cross_family_sequence_label_conflict_candidate	lower_tier_adjudication	BOLD_COI-5P_DTIII5536-22	review_candidate	quarantine	correctness_first_conservative_conflict_exclusion	chain_a_downstream_coi_correctness_first_v1	Cross-family sequence/label conflict; release action is an explicit policy choice and does not assert bacterial origin or which endpoint is wrong
BOLD_COI-5P_GBCL13897-12	e412c8369f2239d79abb0fb29ef61db9b3004040b8ffdf6cbf164cf34f6a58ea	414942	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Silphidae;g__Calosilpha;s__Calosilpha_brunnicollis	2	1	1	0	priority	confirmed	confirmed_reference_sequence_contamination	confirmed_reference_manifest	LR799917.1	confirmed_bacterial_control	quarantine	confirmed_contamination_exclusion	chain_a_downstream_coi_correctness_first_v1	Independent priority adjudication confirms reference-sequence contamination without asserting specimen misidentification
BOLD_COI-5P_GBCL13905-12	5f4e81daade8b5edcfd1dbd50c6f09e251b66e084dff3c375c789677c95897dd	110188	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Silphidae;g__Ptomascopus;s__Ptomascopus_morio	2	1	1	0	priority	confirmed	confirmed_reference_sequence_contamination	confirmed_reference_manifest	LR799917.1	confirmed_bacterial_control	quarantine	confirmed_contamination_exclusion	chain_a_downstream_coi_correctness_first_v1	Independent priority adjudication confirms reference-sequence contamination without asserting specimen misidentification
BOLD_COI-5P_GBMHH30183-19	5dfaeafa6e8d0032d0ca81608ffd8da57ff37836460e2cc323d281535969205c	2218150	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Psyllidae;g__Telmapsylla;s__Telmapsylla_minuta	2	1	1	0	priority	confirmed	confirmed_reference_sequence_contamination	confirmed_reference_manifest	MG988837.1	confirmed_bacterial_control	quarantine	confirmed_contamination_exclusion	chain_a_downstream_coi_correctness_first_v1	Independent priority adjudication confirms reference-sequence contamination without asserting specimen misidentification
BOLD_COI-5P_GBMIN70259-17	df616be472b2d8d6e053bd1fd42a82cc60f3c9986325da64afe5800b254ee34b	1920869	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Triozidae;g__Bactericera;s__Bactericera_albiventris	2	1	1	0	priority	confirmed	confirmed_reference_sequence_contamination	confirmed_reference_manifest	MG988837.1	confirmed_bacterial_control	quarantine	confirmed_contamination_exclusion	chain_a_downstream_coi_correctness_first_v1	Independent priority adjudication confirms reference-sequence contamination without asserting specimen misidentification
BOLD_COI-5P_GMODL3842-22	11a02d98252a48e310767bed4eff8da6ef8f2e4548d769b8fb7e319be14710cc	30092	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Psyllidae;g__;s__	87	86	1	0	review	cross_family_sequence_label_conflict_candidate	cross_family_sequence_label_conflict_candidate	lower_tier_adjudication	BOLD_COI-5P_GBMIN70259-17	confirmed_anchor	quarantine	correctness_first_conservative_conflict_exclusion	chain_a_downstream_coi_correctness_first_v1	Cross-family sequence/label conflict; release action is an explicit policy choice and does not assert bacterial origin or which endpoint is wrong
BOLD_COI-5P_ISUP118-14	9bd2cfd4e3066395d63d11f7130e39e8dccb5db4de2157493bfff01395d16036	-2704	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Carabidae;g__Galerita;s__Galerita_bicolor	2	1	1	0	priority	confirmed	confirmed_reference_sequence_contamination	confirmed_reference_manifest	LR799917.1	confirmed_bacterial_control	quarantine	confirmed_contamination_exclusion	chain_a_downstream_coi_correctness_first_v1	Independent priority adjudication confirms reference-sequence contamination without asserting specimen misidentification
BOLD_COI-5P_KUGLA1303-22	85ee34a12d65987bc7f062acd39269accd599130ccf5c85a2044c0c0da5457f2	81835	Metazoa	k__Metazoa;p__Arthropoda;c__Arachnida;o__Araneae;f__Linyphiidae;g__;s__	184	182	1	0	review	cross_family_sequence_label_conflict_candidate	cross_family_sequence_label_conflict_candidate	lower_tier_adjudication	BOLD_COI-5P_FHDER125-16	review_candidate	quarantine	correctness_first_conservative_conflict_exclusion	chain_a_downstream_coi_correctness_first_v1	Cross-family sequence/label conflict; release action is an explicit policy choice and does not assert bacterial origin or which endpoint is wrong
BOLD_COI-5P_KUGLA2446-22	724906830a323d7581cb6213b35c6f949b2cbcdeb2f0500012d3b68a8db36a3d	29026	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Staphylinidae;g__;s__	867	866	1	0	review	cross_family_sequence_label_conflict_candidate	cross_family_sequence_label_conflict_candidate	lower_tier_adjudication	BOLD_COI-5P_BCHYM14962-16	review_candidate	quarantine	correctness_first_conservative_conflict_exclusion	chain_a_downstream_coi_correctness_first_v1	Cross-family sequence/label conflict; release action is an explicit policy choice and does not assert bacterial origin or which endpoint is wrong
BOLD_COI-5P_KUGLA3039-22	cd8e9e0432fb128942e07e1f13978ab1e89d78f7310464e9581598da2413fd71	81835	Metazoa	k__Metazoa;p__Arthropoda;c__Arachnida;o__Araneae;f__Linyphiidae;g__;s__	184	182	1	0	review	cross_family_sequence_label_conflict_candidate	cross_family_sequence_label_conflict_candidate	lower_tier_adjudication	BOLD_COI-5P_BCHYM14955-16	review_candidate	quarantine	correctness_first_conservative_conflict_exclusion	chain_a_downstream_coi_correctness_first_v1	Cross-family sequence/label conflict; release action is an explicit policy choice and does not assert bacterial origin or which endpoint is wrong
BOLD_COI-5P_MHMYM4251-14	c0a76bff087f9b3efc60fad6ba4eba13f18de2b594134cb6222c57f96fba8a5d	299348	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__;s__	237	236	1	0	review	cross_family_sequence_label_conflict_candidate	cross_family_sequence_label_conflict_candidate	lower_tier_adjudication	BOLD_COI-5P_ASQIC504-09	review_candidate	quarantine	correctness_first_conservative_conflict_exclusion	chain_a_downstream_coi_correctness_first_v1	Cross-family sequence/label conflict; release action is an explicit policy choice and does not assert bacterial origin or which endpoint is wrong
BOLD_COI-5P_MYPOM476-20	9c0059ac3188e8c5ba91f44b328a0565a51bae0c5613c99892b3e9f1bccba6e9	88467	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Halictidae;g__Lasioglossum;s__	411	409	1	0	review	cross_family_sequence_label_conflict_candidate	cross_family_sequence_label_conflict_candidate	lower_tier_adjudication	BOLD_COI-5P_BCHYM14955-16	review_candidate	quarantine	correctness_first_conservative_conflict_exclusion	chain_a_downstream_coi_correctness_first_v1	Cross-family sequence/label conflict; release action is an explicit policy choice and does not assert bacterial origin or which endpoint is wrong
BOLD_COI-5P_MYPOM562-20	3122b445ec0056431a13d70bf1256d6748b491e12d4ba1b4b7dabf01f406e04e	88467	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Halictidae;g__Lasioglossum;s__	411	409	2	0	review	cross_family_sequence_label_conflict_candidate	cross_family_sequence_label_conflict_candidate	lower_tier_adjudication	BOLD_COI-5P_BCHYM14955-16	review_candidate	quarantine	correctness_first_conservative_conflict_exclusion	chain_a_downstream_coi_correctness_first_v1	Cross-family sequence/label conflict; release action is an explicit policy choice and does not assert bacterial origin or which endpoint is wrong
BOLD_COI-5P_NZHYM2541-15	21f15ecab3f3d5a5b860254832d8758033c293f54a1be1fcbbbc3d98191d0c01	55939	Metazoa	k__Metazoa;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Braconidae;g__Aleiodes;s__	772	771	1	0	review	cross_family_sequence_label_conflict_candidate	cross_family_sequence_label_conflict_candidate	lower_tier_adjudication	BOLD_COI-5P_BCHYM14955-16	review_candidate	quarantine	correctness_first_conservative_conflict_exclusion	chain_a_downstream_coi_correctness_first_v1	Cross-family sequence/label conflict; release action is an explicit policy choice and does not assert bacterial origin or which endpoint is wrong
